gntp,https://www.gntp.or.kr/biz/agency
ttp,http://www.technopark.kr/businessboard
gbtp,https://www.gbtp.or.kr/user/board.do?bbsId=BBSMSTR_000000000021
busanit,http://www.busanit.or.kr/board/list.asp?bcode=notice
jbba,https://www.jbba.kr/bbs/board.php?bo_table=sub01_09
snipBottom,https://www.snip.or.kr/SNIP/contents/Business1.do




jbtp   https://www.jbtp.or.kr/board/view.jbtp?menuCd=DOM_000000102001000000&boardId=BBS_0000006&dataSid=17099   pdf viewer,  login 후 사용 가능 
